numero_de_cliente	prob
11675570	0.00330975148972965
11675731	0.000576122987448651
11677630	0.0112920244260367
11678491	0.00128609999418951
11678621	0.00172911287860704
11679331	0.00030429227831185
11680281	0.00224273380113881
11682860	0.000186202648564304
11683331	0.0139310965619174
11685801	0.000214647025517194
11687440	0.00055736611211833
11687720	0.000228455843103243
11688421	0.00509914464304358
11689401	0.00672166812963248
11690330	0.00153985081130138
11690740	0.00202496058392118
11691191	0.0170504897804996
11691850	0.00329368253411007
11695140	0.0433814233123954
11695321	0.00233382511266548
11697261	0.0054402701749711
11697490	0.0251917620313841
11698501	0.000497017257553889
11698641	0.0012754074302949
11700691	0.000350774310721096
11700790	0.00213745700256051
11701350	0.000295897528484484
11701770	0.00750743069131348
11702170	0.000342394951840545
11702430	0.000257756139912815
11702710	0.000475773022908124
11703280	0.000240239125032525
11704161	0.000129859060931591
11704260	0.00772667855770077
11704650	0.00126193569028793
11705610	0.418138116822491
11708130	0.000313157044773424
11709131	0.0012603066628391
11713251	0.00143545836091727
11716360	0.00184075785918758
11717880	0.000283319592450557
11720520	0.030697183087021
11723611	0.000702841462660903
11724141	0.00053656971793129
11724520	0.00741435867977927
11725200	0.155618849542346
11725651	0.000950482691527877
11729620	0.00253629320447805
11731950	0.000141336624573439
11732421	0.00101727407596567
11734201	0.0055436493005023
11738921	0.000250146757978297
11739140	0.000112063142327843
11740680	0.00135321891630894
11742460	0.00206162412196323
11744100	0.00174354507089759
11745200	0.00133848924440401
11746710	0.000249803523368345
11746730	0.00238699752082496
11747710	0.000485201368528804
11748120	0.0224882343523203
11748810	0.000344768479783311
11749090	0.00189016397286898
11750710	0.00740922919812231
11753050	0.00860774260059748
11753261	0.00420173901186862
11753910	0.000449955616110576
11758720	0.00593953673568616
11759960	0.00101081152927391
11760001	0.000774225779292674
11760370	0.0182565730406761
11760780	0.00125056958248863
11763160	0.000624233056798397
11763191	0.000491961159449314
11763301	0.00162728737815126
11763540	0.0232138079172211
11764540	0.00904979671290119
11764971	0.0361663394733889
11765330	0.00138731547582186
11765340	0.000959689739606161
11766751	0.00231817825600159
11770150	0.00866054182338664
11772500	0.000388375117528021
11774481	0.0134618336046617
11776961	0.000262622965119357
11777661	0.00127450007131448
11777951	0.000340552178285658
11778631	0.000717176828541298
11778761	0.00201903006684023
11779270	0.00403364193488436
11779810	0.000582016302045297
11779820	0.0275361249801175
11781360	0.00177720889998342
11783010	0.00226424966007263
11783150	0.00113099840758056
11783410	0.000122137547600619
11784561	0.000522362528217091
11786491	0.000336890385902487
11787140	0.00581220066876301
11791581	0.0181005220264693
11791601	0.000257061818329127
11792120	0.00157375724299549
11796240	0.0131035996446711
11796660	0.00348845685406416
11796800	0.00143677503121088
11797200	0.00287653085601017
11797600	0.000746083987793302
11798331	0.00564230142109426
11799690	0.018340550757656
11799940	0.0214719960297395
11800250	0.000851707022483156
11803021	0.00396618430119708
11803461	0.0403080940491446
11804131	9.49464902799761e-05
11806990	0.00115880986735772
11807871	0.00012007811266011
11808110	0.0112041372758396
11808561	0.00169553563580789
11809921	0.0366147278062914
11810460	0.000429242723829455
11810471	0.000386745767511901
11812131	0.0354414209968488
11813501	0.00205663506335819
11813740	0.000407420208638002
11814221	0.00435317467929644
11814850	0.000685946294669578
11815150	0.00465469310665883
11817641	0.000635897258989851
11817661	0.00231826823752611
11818221	0.00177828860571036
11818280	0.192076014485673
11819171	0.0151503068125709
11819851	0.00043498008646624
11823130	0.00616615588790041
11823820	0.0348999661761058
11825210	0.000318409839017649
11825791	0.00018990776321932
11827140	0.0135969171895117
11829801	0.00382655398002235
11830211	0.000289508102600987
11831940	0.00129043976810476
11832070	0.000278889706571813
11836770	0.000542259443376725
11837590	0.000552740060761087
11839680	0.000434998956990689
11840920	0.000646849678642089
11840961	0.00843037724613408
11843021	0.00205858642371754
11843700	0.000298068917938543
11846280	0.00106150737938003
11847140	0.0281075495507706
11847950	0.001000343229305
11847991	0.000402621826756624
11849630	0.00354352429543524
11849921	0.000223816318981354
11850850	0.0171543047130093
11851110	0.00207404247155817
11851550	0.00522263149216982
11854590	0.00315104970617477
11856821	0.00213701976928532
11856971	0.00336777528217709
11858970	0.000379497146869248
11859000	0.00134476274353079
11859041	0.00862625045010351
11859380	0.127853605884131
11860070	0.02977473684498
11860421	0.000446785207180689
11862570	0.0070336029578022
11863861	0.002481285874582
11865070	0.000968286903354768
11867800	0.00219345167655386
11867991	0.00247427274184504
11868131	0.000616768979052706
11868360	0.00286895943924114
11871930	0.00551136569006761
11872780	0.00230880118969249
11873330	0.000224593152392241
11875810	0.00217170042892831
11876421	0.00186856197800237
11876900	0.00105132654905111
11877221	0.0123655084292977
11879861	0.00105712077335024
11880961	0.000675640164052753
11881091	0.00605699876803639
11881200	0.0168065243012557
11881490	0.00965252256336083
