numero_de_cliente	prob
11675570	0.0012816628901087
11675731	0.000995063224740845
11677630	0.00639631705317974
11678491	0.00116090023870976
11678621	0.00122441251766756
11679331	0.00250578044016184
11680281	0.00115420761982118
11682860	0.000845942355264035
11683331	0.0168455766167744
11685801	0.000729252457123285
11687440	0.0016028575364361
11687720	0.000710481976275888
11688421	0.00214540272109218
11689401	0.0182344684978508
11690330	0.00200011841920983
11690740	0.00414643184740848
11691191	0.00359945758091476
11691850	0.00271402808909724
11695140	0.0501317146275959
11695321	0.00177951516357941
11697261	0.00243063664167172
11697490	0.0383822378963423
11698501	0.000810196929558054
11698641	0.00170975623939314
11700691	0.00052824912801158
11700790	0.00281228149870975
11701350	0.000820949054437234
11701770	0.00465229995448499
11702170	0.000555465372670855
11702430	0.00058600037336032
11702710	0.00228848443261781
11703280	0.000631567951775721
11704161	0.000847525474132366
11704260	0.0024395663854991
11704650	0.00209582045296398
11705610	0.487448778181092
11708130	0.000537358066497408
11709131	0.00130954850018884
11713251	0.00132112651328216
11716360	0.0023292917510877
11717880	0.000902822980550719
11720520	0.00881460866378425
11723611	0.000682053791794055
11724141	0.000795076259075125
11724520	0.00189215684837273
11725200	0.0780839657373796
11725651	0.0023375425403278
11729620	0.00395248138109452
11731950	0.00139480573103712
11732421	0.00114949514542174
11734201	0.0024287629158281
11738921	0.000537060034205571
11739140	0.000631854539346948
11740680	0.000817895734348385
11742460	0.00338279489955851
11744100	0.00110535151267638
11745200	0.00154983772464807
11746710	0.00197912005196508
11746730	0.00419143574764462
11747710	0.000767966231878709
11748120	0.0158577504376464
11748810	0.000843633871467962
11749090	0.00211095200381832
11750710	0.00430121329777558
11753050	0.00286800919711702
11753261	0.0125721089715388
11753910	0.000667859659783921
11758720	0.00286531269585914
11759960	0.00255120916067968
11760001	0.000636602230390156
11760370	0.0227187635904706
11760780	0.00139522340810736
11763160	0.000679044117860865
11763191	0.00055289882620195
11763301	0.00378571642971412
11763540	0.00719103026150218
11764540	0.00541931429276364
11764971	0.00547613578580062
11765330	0.00138994036761953
11765340	0.00118469762583582
11766751	0.00614828375453623
11770150	0.00185762904098253
11772500	0.00100699066261265
11774481	0.0126337892934539
11776961	0.000579742055313414
11777661	0.00107242616123623
11777951	0.000883595998797287
11778631	0.000601888304601464
11778761	0.00248580950380751
11779270	0.00130834735234789
11779810	0.000624000523285162
11779820	0.00330136207496275
11781360	0.00330062192264206
11783010	0.00340343210334254
11783150	0.00137091224918082
11783410	0.000848152671288908
11784561	0.00109611498735061
11786491	0.000604377786146412
11787140	0.00359045377387423
11791581	0.0204579034073008
11791601	0.000621250013904384
11792120	0.00616274491812061
11796240	0.00455252922833889
11796660	0.00403892309760007
11796800	0.0011286282742484
11797200	0.00156607819676558
11797600	0.00124595462254975
11798331	0.00248095719065746
11799690	0.0142705125320803
11799940	0.0143500585527143
11800250	0.00214819498196356
11803021	0.00408102036972897
11803461	0.0903092022924596
11804131	0.00052841215739926
11806990	0.00144524503336489
11807871	0.000887977847385873
11808110	0.020128075987529
11808561	0.00625213992980676
11809921	0.0126067749343336
11810460	0.000930051836165311
11810471	0.00106786709743555
11812131	0.0613159016127854
11813501	0.00181571450394042
11813740	0.000629533204099492
11814221	0.00377801449824781
11814850	0.000680543620479712
11815150	0.00662728127991162
11817641	0.000672992451140016
11817661	0.00106298919968916
11818221	0.00338106763934249
11818280	0.218308453356925
11819171	0.0434982769079328
11819851	0.000698061312861971
11823130	0.00207171803694091
11823820	0.0280693212205891
11825210	0.000826283886930598
11825791	0.000839301325976186
11827140	0.0230516834971829
11829801	0.00106417834760888
11830211	0.000907258447283635
11831940	0.00208320181081607
11832070	0.000670847773076664
11836770	0.000818559738880192
11837590	0.00327614545514035
11839680	0.000526689769302788
11840920	0.00117638824345691
11840961	0.00628103536159725
11843021	0.000830682834754618
11843700	0.000620732664844433
11846280	0.00196041097350682
11847140	0.0036998500791323
11847950	0.00211342794291937
11847991	0.000571652106261298
11849630	0.00641129271836135
11849921	0.000650352158639522
11850850	0.0404299097903739
11851110	0.00143668683662078
11851550	0.00289402206426858
11854590	0.00222284657537366
11856821	0.0108668261164815
11856971	0.00271703519476286
11858970	0.000649526920513409
11859000	0.00121392357507479
11859041	0.0145443464558253
11859380	0.0123300880524063
11860070	0.00973535451651282
11860421	0.000748577580073634
11862570	0.0021116631804423
11863861	0.00297525760532936
11865070	0.00129527076644167
11867800	0.00193056873079522
11867991	0.00718068482987435
11868131	0.00111207052820376
11868360	0.00163854504811535
11871930	0.00275340410749091
11872780	0.00245589777072578
11873330	0.00161481225507662
11875810	0.00271102071364177
11876421	0.0018217771367025
11876900	0.000564862110828893
11877221	0.00283359088786636
11879861	0.00111886501735644
11880961	0.00113678907184701
11881091	0.00232646397116647
11881200	0.00718938793138834
11881490	0.00542745728334081
11881590	0.0017927308736508
11881921	0.00641979229274426
11882290	0.00160222219991839
11882310	0.00164819795525261
11882430	0.00570570767856644
11882751	0.00244759704416401
11883520	0.00210609636077271
11884770	0.000580439694511586
11884780	0.00247561926946558
11884920	0.000878198920899787
11886341	0.0203447677288367
11886430	0.0110090927061617
11887940	0.00103980984618056
11888510	0.000536394460094398
11888941	0.0009526285762751
11890270	0.00319187393791763
11891800	0.00190611352430198
11893180	0.00234475786951102
11893521	0.000716269992242186
11893651	0.683584316022009
11897180	0.00247046315155653
11897730	0.00250084266763824
11900121	0.0020070136044481
11903100	0.000680701595927548
11905890	0.00252486034794211
11905921	0.00113253812196807
11906300	0.00159995991975549
11906310	0.0125058280965747
11907110	0.00168039362802925
11907291	0.0176561439151654
11908240	0.00313149506257042
11908401	0.00200282116913082
11908500	0.00121240330471039
11908650	0.00442434464837857
11909491	0.00417552733280464
11911100	0.0033103101610746
11911970	0.000875256824561278
11914290	0.00136397201752891
11914590	0.00378403846737742
11915981	0.00466858989175672
11917470	0.00197150655563586
11918461	0.000675057314694371
11920080	0.00160141438139527
11921880	0.00103261541864639
11922840	0.0161782332897743
11924200	0.000650914017687248
11926181	0.000553908067117857
11926280	0.000543767377267633
11926440	0.00116967233718845
11926891	0.000817356990147648
11928920	0.00102412851333429
11929620	0.00200993216288797
11930420	0.000580132758195837
11930860	0.000695299254697779
11932821	0.0013947556202946
11933620	0.00193449196184131
11934840	0.000683449357088491
11935561	0.000905603874509622
11935650	0.00124122037122131
11935711	0.000592229083303314
11935960	0.00127909446326904
11936500	0.00475530290809839
11937070	0.00447573132412029
11939011	0.0177596162349503
11939390	0.000581388426734379
11941720	0.0142398598585378
11942471	0.000555437263179792
11944760	0.000538750457949605
11947581	0.00763728027362938
11948401	0.00259572653501149
11949310	0.0143582366910966
11952350	0.000820328913680433
11954191	0.0054103157958746
11956080	0.00501109830120206
11957081	0.000584928137860901
11957091	0.00795409107032237
11957221	0.00446440993209246
11957491	0.00131950806448563
11958310	0.00059087744249528
11960360	0.00107039722578257
11961791	0.000537149020858053
11963581	0.00642462648584966
11963660	0.00447609109916997
11964790	0.000867917035539497
11965870	0.00236098017514573
11966820	0.0105179744068779
11968500	0.00109872925460089
11969501	0.000868967697759893
11970311	0.00238252016356462
11971390	0.00526264335493122
11971561	0.008739952219393
11973890	0.00148658537809684
11975691	0.0212850362312901
11975711	0.000791037266635803
11976350	0.00715046952528057
11976920	0.000622143576242746
11977781	0.000603090975107736
11978970	0.00144914984740851
11979151	0.00400104609519168
11979421	0.000635466344589665
11979851	0.00141785646665423
11980100	0.000989001137365611
11981740	0.00111616421701371
11981850	0.000556875415038518
11984220	0.00385997089354668
11984490	0.00422922525853371
11985231	0.00571529492757496
11986891	0.00122545922830428
11987530	0.0135060054153301
11988890	0.000728284629170579
11990000	0.0025681426105565
11991520	0.001988459608081
11993450	0.00158325237817112
11995831	0.000670235914604207
11995960	0.000774453379942538
11997300	0.008676360176709
11998700	0.000911401753265563
11999161	0.00108814781374576
12001590	0.00193228600216791
12002950	0.0016875058891577
12003650	0.165543676445608
12004230	0.00237631234157092
12004381	0.0145950304646691
12004480	0.00101818371459829
12004900	0.00253324978022875
12007561	0.00180990951452659
12008060	0.00126040140974408
12009740	0.000928307915776131
12011230	0.00126896345714951
12011291	0.00277166034630984
12011431	0.00371941106106648
12016760	0.00130050527929583
12017221	0.000927039270237962
12017290	0.00278279459929251
12018260	0.000651766715860092
12020060	0.0054361657553411
12020620	0.00325681110556841
12021081	0.0010270342821108
12022191	0.00911373038004594
12022280	0.00654339330734356
12022840	0.00122512914362547
12024511	0.00860539450184069
12025060	0.000593255470184118
12030000	0.00249288492230962
12030171	0.000958844338458995
12030820	0.00193732569274419
12034260	0.000581652160200941
12034850	0.0249755058338714
12036350	0.101668296885259
12036490	0.00139441147416722
12036951	0.00690429077247786
12038010	0.00210472138808439
12038700	0.000553552972894032
12040251	0.00144692391979039
12041600	0.000662292197133973
12041610	0.00063720248528764
12045481	0.000733412304178157
12045730	0.000983072618035819
12046710	0.000581590565589535
12049081	0.00604814934265359
12050540	0.0430037197526963
12051691	0.00340460105377023
12051981	0.000704196200719599
12055431	0.00231939669397972
12055650	0.00254669615828118
12055831	0.000617025625799011
12056050	0.017720274601726
12056121	0.00309702803615909
12056460	0.0026228796029716
12056511	0.0183268184516731
12056521	0.00252053161079631
12056951	0.00139804895879206
12058000	0.00125979489472654
12059120	0.00372894693452178
12063930	0.00370081975717911
12064261	0.0106837166574607
12064780	0.0360491024660086
12064890	0.00398279886347723
12065880	0.00111288514006536
12066851	0.00410502205917653
12067151	0.00174537248215348
12067370	0.0116753668617037
12069481	0.00531146967234311
12070670	0.000562769274657999
12073330	0.00170809486118436
12076320	0.00300762829970195
12078830	0.000538694962614802
12078871	0.0861554896566105
